,Date,Pallet Entry,Entry Hours,Pallet Entry Rate (plt/hr),blank1,Pallet Exit,Exit Hours,Pallet Exit Rate (plt/hr),blank2,Pallets Shipped,Occupied Cells,Free Cells,CMA down time,Reason,Pallet Abnormal AS400,Pallet Abnormal CMA
251,2021-09-09,391.0,24.0,16.3,,719.0,16.0,44.9,,778.0,5054.0,3896.0,,,15.0,32.0
252,2021-09-10,431.0,24.0,18.0,,550.0,16.0,34.4,,653.0,4850.0,4102.0,,,12.0,33.0
253,2021-09-11,452.0,24.0,18.8,,203.0,16.0,12.7,,177.0,,,,,,
254,2021-09-12,440.0,24.0,18.3,,245.0,16.0,15.3,,0.0,,,,,,
255,2021-09-13,424.0,24.0,17.7,,395.0,16.0,24.7,,803.0,4928.0,3976.0,,,20.0,41.0
256,2021-09-14,428.0,24.0,17.8,,704.0,16.0,44.0,,589.0,5041.0,3911.0,,,11.0,26.0
257,2021-09-15,558.0,24.0,23.3,,696.0,16.0,43.5,,800.0,4873.0,4078.0,,,11.0,28.0
258,2021-09-16,403.0,24.0,16.8,,780.0,16.0,48.8,,634.0,4727.0,4221.0,,,17.0,24.0
259,2021-09-17,397.0,24.0,16.5,,774.0,16.0,48.4,,660.0,4535.0,4416.0,,,,
260,2021-09-18,392.0,24.0,16.3,,209.0,16.0,13.1,,81.0,,,,,,
261,2021-09-19,413.0,24.0,17.2,,10.0,16.0,0.6,,0.0,,,,,,
262,2021-09-20,366.0,24.0,15.3,,614.0,16.0,38.4,,831.0,4650.0,4298.0,,,10.0,68.0
263,2021-09-21,431.0,24.0,18.0,,567.0,16.0,35.4,,583.0,4515.0,4434.0,,,27.0,26.0
264,2021-09-22,409.0,24.0,17.0,,614.0,16.0,38.4,,731.0,4434.0,4520.0,,,18.0,47.0
265,2021-09-23,457.0,24.0,19.0,,503.0,16.0,31.4,,259.0,4293.0,4661.0,,,19.0,31.0
266,2021-09-24,470.0,24.0,19.6,,475.0,16.0,29.7,,614.0,4693.0,2996.0,,,51.0,29.0
267,2021-09-25,459.0,24.0,19.1,,126.0,16.0,7.9,,20.0,,,,,,
268,2021-09-26,412.0,24.0,17.2,,18.0,16.0,1.1,,0.0,,,,,,
269,2021-09-27,429.0,24.0,17.9,,682.0,16.0,42.6,,781.0,4643.0,4303.0,,,,
270,2021-09-28,415.0,24.0,17.3,,719.0,16.0,44.9,,584.0,4525.0,4430.0,,,13.0,26.0
271,2021-09-29,504.0,24.0,21.0,,667.0,16.0,41.7,,718.0,4404.0,4545.0,,,7.0,29.0
272,2021-09-30,438.0,24.0,18.3,,554.0,16.0,34.6,,30.0,4357.0,4589.0,,,2.0,20.0
273,2021-10-01,390.0,24.0,16.3,,0.0,16.0,0.0,,189.0,,,,,,
274,2021-10-02,424.0,24.0,17.7,,0.0,16.0,0.0,,0.0,,,,,,
275,2021-10-03,470.0,24.0,19.6,,30.0,16.0,1.9,,0.0,,,,,,
276,2021-10-04,391.0,24.0,16.3,,751.0,16.0,46.9,,448.0,4737.0,4142.0,,,,
277,2021-10-05,423.0,24.0,17.6,,438.0,16.0,27.4,,604.0,4603.0,4351.0,,,,
278,2021-10-06,492.0,24.0,20.5,,657.0,16.0,41.1,,0.0,4628.0,4321.0,,,,
279,2021-10-07,461.0,24.0,19.2,,313.0,16.0,19.6,,309.0,4514.0,4438.0,,,,
280,2021-10-08,493.0,24.0,20.5,,143.0,16.0,8.9,,0.0,4594.0,4360.0,,,,
281,2021-10-09,389.0,24.0,16.2,,260.0,16.0,16.3,,0.0,,,,,,
282,2021-10-10,347.0,24.0,14.5,,50.0,16.0,3.1,,0.0,,,,,,
283,2021-10-11,365.0,24.0,15.2,,465.0,16.0,29.1,,633.0,5044.0,3903.0,,,3.0,21.0
284,2021-10-12,319.0,24.0,13.3,,634.0,16.0,39.6,,696.0,4665.0,4274.0,,,2.0,5.0
285,2021-10-13,494.0,24.0,20.6,,676.0,16.0,42.3,,587.0,4545.0,4390.0,,,2.0,13.0
286,2021-10-14,523.0,24.0,21.8,,465.0,16.0,29.1,,547.0,4556.0,4387.0,,,7.0,7.0
287,2021-10-15,493.0,24.0,20.5,,461.0,16.0,28.8,,422.0,,,,,25.0,16.0
288,2021-10-16,465.0,24.0,19.4,,151.0,16.0,9.4,,50.0,,,,,,
289,2021-10-17,445.0,24.0,18.5,,122.0,16.0,7.6,,0.0,,,,,,
290,2021-10-18,426.0,24.0,17.8,,370.0,16.0,23.1,,460.0,4949.0,3989.0,,,27.0,36.0
291,2021-10-19,483.0,24.0,20.1,,533.0,16.0,33.3,,0.0,1685.0,3947.0,,,31.0,321.0
292,2021-10-20,434.0,24.0,18.1,,746.0,16.0,46.6,,727.0,,,,,,
293,2021-10-21,506.0,24.0,21.1,,549.0,16.0,34.3,,499.0,4865.0,4065.0,,,18.0,11.0
294,2021-10-22,483.0,24.0,20.1,,648.0,16.0,40.5,,545.0,4846.0,4092.0,,,,
295,2021-10-23,461.0,24.0,19.2,,192.0,16.0,12.0,,34.0,,,,,,
296,2021-10-24,138.0,24.0,5.8,,46.0,16.0,2.9,,0.0,,,,,,
297,2021-10-25,473.0,24.0,19.7,,502.0,16.0,31.4,,808.0,5020.0,3915.0,,,,
298,2021-10-26,515.0,24.0,21.5,,585.0,16.0,36.6,,657.0,5001.0,3929.0,,,17.0,2.0
299,2021-10-27,469.0,24.0,19.5,,696.0,16.0,43.5,,659.0,4919.0,4009.0,,,11.0,25.0
300,2021-10-28,405.0,24.0,16.9,,593.0,16.0,37.1,,621.0,4739.0,4183.0,,,12.0,26.0
301,2021-10-29,379.0,24.0,15.8,,681.0,16.0,42.6,,544.0,4579.0,4342.0,,,12.0,47.0
302,2021-10-30,601.0,24.0,25.0,,190.0,16.0,11.9,,195.0,,,,,,
303,2021-10-31,575.0,24.0,24.0,,44.0,16.0,2.8,,0.0,,,,,,
304,2021-11-01,336.0,24.0,14.0,,522.0,16.0,32.6,,517.0,4916.0,3984.0,,,,
305,2021-11-02,352.0,24.0,14.7,,704.0,16.0,44.0,,596.0,4850.0,4076.0,,,23.0,44.0
306,2021-11-03,350.0,24.0,14.6,,532.0,16.0,33.3,,458.0,4659.0,2454.0,3.0,stacker 5,20.0,90.0
307,2021-11-04,379.0,24.0,15.8,,551.0,16.0,34.4,,581.0,1643.0,4350.0,,,20.0,43.0
308,2021-11-05,397.0,24.0,16.5,,413.0,16.0,25.8,,228.0,4428.0,4512.0,,,8.0,41.0
309,2021-11-06,398.0,24.0,16.6,,0.0,16.0,0.0,,28.0,,,,,,
310,2021-11-07,375.0,24.0,15.6,,13.0,16.0,0.8,,0.0,,,,,,
311,2021-11-08,411.0,24.0,17.1,,451.0,16.0,28.2,,659.0,1693.0,4004.0,,,9.0,27.0
312,2021-11-09,386.0,24.0,16.1,,561.0,16.0,35.1,,642.0,4883.0,4047.0,,,11.0,35.0
313,2021-11-10,459.0,24.0,19.1,,757.0,16.0,47.3,,661.0,4804.0,4139.0,,,19.0,13.0
314,2021-11-11,379.0,24.0,15.8,,857.0,16.0,53.6,,774.0,4659.0,4290.0,,,8.0,28.0
315,2021-11-12,474.0,24.0,19.8,,592.0,16.0,37.0,,545.0,4387.0,4562.0,,,5.0,17.0
316,2021-11-13,401.0,24.0,16.7,,0.0,16.0,0.0,,58.0,,,,,,
317,2021-11-14,310.0,24.0,12.9,,0.0,16.0,0.0,,0.0,,,,CFPWH Daily Report not working,,
318,2021-11-15,394.0,24.0,16.4,,622.0,16.0,38.9,,528.0,4777.0,4166.0,,,8.0,19.0
319,2021-11-16,426.0,24.0,17.8,,462.0,16.0,28.9,,623.0,4613.0,4334.0,,,16.0,5.0
320,2021-11-17,446.0,24.0,18.6,,607.0,16.0,37.9,,707.0,4495.0,4452.0,,,22.0,44.0
321,2021-11-18,551.0,24.0,23.0,,507.0,16.0,31.7,,553.0,4451.0,4495.0,,,8.0,20.0
322,2021-11-19,563.0,24.0,23.5,,456.0,16.0,28.5,,587.0,4404.0,4540.0,,,17.0,37.0
323,2021-11-20,495.0,24.0,20.6,,106.0,16.0,6.6,,83.0,,,,,,
324,2021-11-21,447.0,24.0,18.6,,0.0,16.0,0.0,,0.0,,,,,20.0,99.0
325,2021-11-22,471.0,24.0,19.6,,610.0,16.0,38.1,,479.0,4946.0,3992.0,,,,
326,2021-11-23,453.0,24.0,18.9,,483.0,16.0,30.2,,577.0,4848.0,4097.0,,,24.0,95.0
327,2021-11-24,532.0,24.0,22.2,,0.0,16.0,0.0,,321.0,4765.0,4179.0,,,21.0,106.0
328,2021-11-25,534.0,24.0,22.3,,0.0,16.0,0.0,,0.0,,,,,26.0,165.0
329,2021-11-26,437.0,24.0,18.2,,0.0,16.0,0.0,,0.0,,,,,,
330,2021-11-27,248.0,24.0,10.3,,0.0,16.0,0.0,,0.0,,,,,,
331,2021-11-28,211.0,8.0,26.4,,0.0,16.0,0.0,,0.0,,,16.0,stacker 5 down,,
332,2021-11-29,231.0,21.0,11.0,,0.0,16.0,0.0,,590.0,5867.0,3022.0,3.0,"stacker 4, 5",36.0,124.0
333,2021-11-30,309.0,24.0,12.9,,0.0,8.0,0.0,,808.0,5777.0,3107.0,8.0,stacker 2,38.0,101.0
334,2021-12-01,222.0,24.0,9.3,,0.0,16.0,0.0,,714.0,5721.0,3158.0,,CFP WH Daily Report Error ,,
335,2021-12-02,229.0,24.0,9.5,,0.0,16.0,0.0,,689.0,5554.0,3331.0,,CFP WH Daily Report Error ,50.0,90.0
336,2021-12-03,181.0,24.0,7.5,,,16.0,0.0,,707.0,5332.0,3553.0,,,,
337,2021-12-04,261.0,24.0,10.9,,,16.0,0.0,,0.0,,,,,,
338,2021-12-05,261.0,24.0,10.9,,,16.0,0.0,,0.0,,,,,,
339,2021-12-06,468.0,24.0,19.5,,,16.0,0.0,,617.0,5725.0,3187.0,,CFP WH Daily Report Error ,38.0,118.0
340,2021-12-07,512.0,24.0,21.3,,,16.0,0.0,,747.0,5658.0,3268.0,,CFP WH Daily Report Error ,73.0,104.0
341,2021-12-08,228.0,24.0,9.5,,,16.0,0.0,,689.0,5505.0,3404.0,,CFP WH Daily Report Error ,68.0,109.0
342,2021-12-09,236.0,24.0,9.8,,,16.0,0.0,,697.0,5386.0,3530.0,,CFP WH Daily Report Error ,34.0,112.0
343,2021-12-10,236.0,24.0,9.8,,,16.0,0.0,,0.0,5263.0,3670.0,,,29.0,114.0
344,2021-12-11,214.0,24.0,8.9,,,16.0,0.0,,0.0,,,,,,
345,2021-12-12,244.0,24.0,10.2,,,16.0,0.0,,0.0,,,,,,
346,2021-12-13,179.0,24.0,7.5,,,16.0,0.0,,0.0,5614.0,3310.0,,,34.0,147.0
347,2021-12-14,226.0,24.0,9.4,,,16.0,0.0,,828.0,5570.0,3362.0,,,34.0,163.0
348,2021-12-15,213.0,24.0,8.9,,,16.0,0.0,,457.0,5483.0,3439.0,,,38.0,112.0
349,2021-12-16,208.0,24.0,8.7,,,16.0,0.0,,665.0,5312.0,3637.0,,,39.0,121.0
350,2021-12-17,200.0,24.0,8.3,,,16.0,0.0,,461.0,5263.0,3679.0,2.0,,43.0,98.0
351,2021-12-18,283.0,24.0,11.8,,,16.0,0.0,,168.0,,,6.0,,,
352,2021-12-19,236.0,24.0,9.8,,0.0,16.0,0.0,,0.0,,,6.0,,,
353,2021-12-20,177.0,24.0,7.4,,,16.0,0.0,,413.0,5677.0,3224.0,,,,
354,2021-12-21,156.0,24.0,6.5,,,16.0,0.0,,478.0,5520.0,3364.0,,,,
355,2021-12-22,,24.0,0.0,,,16.0,0.0,,,5438.0,3445.0,,,,
356,2021-12-23,,24.0,0.0,,,16.0,0.0,,,,,,,,
357,2021-12-24,,24.0,0.0,,,16.0,0.0,,,,,,,,
358,2021-12-25,,24.0,0.0,,,16.0,0.0,,,,,,,,
359,2021-12-26,,24.0,0.0,,,16.0,0.0,,,,,,,,
360,2021-12-27,,24.0,0.0,,,16.0,0.0,,,,,,,,
361,2021-12-28,,24.0,0.0,,,16.0,0.0,,,,,,,,
362,2021-12-29,,24.0,0.0,,,16.0,0.0,,,,,,,,
363,2021-12-30,,24.0,0.0,,,16.0,0.0,,,,,,,,
364,2021-12-31,,24.0,0.0,,,16.0,0.0,,,,,,,,
365,2022-01-01,,24.0,0.0,,,16.0,0.0,,,,,,,,
366,2022-01-02,,24.0,0.0,,,16.0,0.0,,,,,,,,
367,2022-01-03,,24.0,0.0,,,16.0,0.0,,,,,1.0,stacker 3 ,,
368,2022-01-04,345.0,24.0,14.4,,396.0,16.0,24.8,,460.0,5492.0,3377.0,,,,
369,2022-01-05,359.0,24.0,15.0,,597.0,16.0,37.3,,547.0,5330.0,3533.0,,,24.0,151.0
370,2022-01-06,384.0,24.0,16.0,,380.0,16.0,23.8,,622.0,5258.0,3603.0,6.0,"stacker 2, 3",15.0,144.0
371,2022-01-07,380.0,24.0,15.8,,580.0,16.0,36.3,,,,,4.0,"stacker 2, 3",22.0,144.0
372,2022-01-08,413.0,24.0,17.2,,163.0,16.0,10.2,,,,,,,,
373,2022-01-09,291.0,24.0,12.1,,21.0,16.0,1.3,,,,,,,,
374,2022-01-10,378.0,24.0,15.8,,577.0,16.0,36.1,,641.0,5434.0,3416.0,,,34.0,152.0
375,2022-01-11,331.0,24.0,13.8,,593.0,16.0,37.1,,602.0,5354.0,3497.0,,,28.0,130.0
376,2022-01-12,394.0,24.0,16.4,,647.0,16.0,40.4,,430.0,5322.0,3625.0,,7375 duplicates,62.0,93.0
377,2022-01-13,460.0,24.0,19.2,,504.0,16.0,31.5,,580.0,5197.0,3749.0,,,31.0,94.0
378,2022-01-14,408.0,24.0,17.0,,444.0,16.0,27.8,,681.0,,,,,23.0,282.0
379,2022-01-15,395.0,24.0,16.5,,191.0,16.0,11.9,,48.0,,,,,,
380,2022-01-16,406.0,24.0,16.9,,28.0,16.0,1.8,,0.0,,,,,,
381,2022-01-17,389.0,24.0,16.2,,529.0,16.0,33.1,,662.0,5402.0,3544.0,,No map file,86.0,103.0
382,2022-01-18,475.0,24.0,19.8,,692.0,16.0,43.3,,616.0,5314.0,3669.0,,,35.0,92.0
383,2022-01-19,304.0,24.0,12.7,,532.0,16.0,33.3,,537.0,5187.0,3758.0,3.0,stacker 2 ,32.0,85.0
384,2022-01-20,435.0,24.0,18.1,,506.0,16.0,31.6,,423.0,5128.0,3817.0,4.0,"CMA down, ac inverter",32.0,77.0
385,2022-01-21,465.0,24.0,19.4,,466.0,16.0,29.1,,491.0,5088.0,3849.0,,,,
386,2022-01-22,556.0,24.0,23.2,,63.0,16.0,3.9,,163.0,,,2.0,stacker 4,,
387,2022-01-23,,24.0,0.0,,,16.0,0.0,,,,,,,,
388,2022-01-24,443.0,24.0,18.5,,609.0,16.0,38.1,,561.0,5557.0,3375.0,4.0,"stacker 4, truck stuck in ditch",74.0,87.0
389,2022-01-25,513.0,24.0,21.4,,762.0,16.0,47.6,,743.0,5529.0,3406.0,3.0,stacker3,42.0,91.0
390,2022-01-26,495.0,24.0,20.6,,616.0,16.0,38.5,,581.0,5342.0,3595.0,,,40.0,94.0
391,2022-01-27,421.0,24.0,17.5,,546.0,16.0,34.1,,636.0,5264.0,3662.0,,,40.0,78.0
392,2022-01-28,496.0,24.0,20.7,,626.0,16.0,39.1,,579.0,,,,,45.0,87.0
393,2022-01-29,457.0,24.0,19.0,,159.0,16.0,9.9,,142.0,,,,,,
394,2022-01-30,451.0,24.0,18.8,,61.0,16.0,3.8,,0.0,,,,,,
395,2022-01-31,409.0,24.0,17.0,,544.0,16.0,34.0,,566.0,5535.0,3409.0,,,44.0,116.0
396,2022-02-01,409.0,24.0,17.0,,624.0,16.0,39.0,,406.0,5456.0,3484.0,,,28.0,81.0
397,2022-02-02,424.0,24.0,17.7,,578.0,16.0,36.1,,521.0,5352.0,3588.0,,,46.0,88.0
398,2022-02-03,225.0,24.0,9.4,,281.0,16.0,17.6,,477.0,5272.0,3670.0,4.0,,38.0,80.0
399,2022-02-04,397.0,24.0,16.5,,160.0,16.0,10.0,,247.0,5221.0,3715.0,4.0,,,
400,2022-02-05,479.0,24.0,20.0,,0.0,16.0,0.0,,2.0,,,,,,
401,2022-02-06,423.0,24.0,17.6,,0.0,16.0,0.0,,,,,,,,
402,2022-02-07,396.0,24.0,16.5,,694.0,16.0,43.4,,489.0,5801.0,3131.0,,,,
403,2022-02-08,526.0,24.0,21.9,,537.0,16.0,33.6,,660.0,5775.0,3167.0,4.0,stacker 3 rail,,
404,2022-02-09,554.0,24.0,23.1,,556.0,16.0,34.8,,503.0,5752.0,3174.0,,,53.0,85.0
405,2022-02-10,452.0,24.0,18.8,,629.0,16.0,39.3,,578.0,,,,,,
406,2022-02-11,421.0,24.0,17.5,,448.0,16.0,28.0,,561.0,5629.0,3294.0,,,,
407,2022-02-12,380.0,24.0,15.8,,0.0,16.0,0.0,,50.0,,,,,,
408,2022-02-13,390.0,24.0,16.3,,0.0,16.0,0.0,,,,,,,,
409,2022-02-14,389.0,24.0,16.2,,531.0,16.0,33.2,,540.0,6051.0,2880.0,4.0,"stacker 1, 2, 3",53.0,63.0
410,2022-02-15,445.0,24.0,18.5,,675.0,16.0,42.2,,578.0,6051.0,2880.0,,,,
411,2022-02-16,572.0,24.0,23.8,,658.0,16.0,41.1,,480.0,5970.0,2957.0,3.0,"stacker 4, 5",,
412,2022-02-17,519.0,24.0,21.6,,547.0,16.0,34.2,,623.0,5847.0,3082.0,,,,
413,2022-02-18,543.0,24.0,22.6,,444.0,16.0,27.8,,,5754.0,3182.0,3.0,stacker 3,,
414,2022-02-19,383.0,24.0,16.0,,130.0,16.0,8.1,,48.0,,,,,,
415,2022-02-20,284.0,24.0,11.8,,0.0,16.0,0.0,,,,,,,,
416,2022-02-21,302.0,24.0,12.6,,0.0,16.0,0.0,,,,,,,,
417,2022-02-22,344.0,24.0,14.3,,663.0,16.0,41.4,,572.0,6301.0,2637.0,,,,
418,2022-02-23,336.0,24.0,14.0,,559.0,16.0,34.9,,642.0,6096.0,2845.0,,,,
419,2022-02-24,470.0,24.0,19.6,,528.0,16.0,33.0,,572.0,5970.0,2962.0,,,,
420,2022-02-25,505.0,24.0,21.0,,534.0,16.0,33.4,,576.0,5892.0,3047.0,,,67.0,66.0
421,2022-02-26,469.0,24.0,19.5,,214.0,16.0,13.4,,147.0,,,,,,
422,2022-02-27,410.0,24.0,17.1,,0.0,16.0,0.0,,,,,,,,
423,2022-02-28,458.0,24.0,19.1,,641.0,16.0,40.1,,926.0,6230.0,2704.0,,,,
424,2022-03-01,416.0,24.0,17.3,,680.0,16.0,42.5,,556.0,,,,,71.0,71.0
425,2022-03-02,481.0,24.0,20.0,,547.0,16.0,34.2,,629.0,5983.0,2956.0,,,,
426,2022-03-03,521.0,24.0,21.7,,597.0,16.0,37.3,,494.0,5901.0,3038.0,,,,
427,2022-03-04,532.0,24.0,22.2,,543.0,16.0,33.9,,,5833.0,3106.0,,,69.0,79.0
428,2022-03-05,431.0,24.0,18.0,,195.0,16.0,12.2,,,,,,,,
429,2022-03-06,437.0,24.0,18.2,,158.0,16.0,9.9,,,,,,,,
430,2022-03-07,380.0,24.0,15.8,,516.0,16.0,32.3,,742.0,6128.0,2801.0,,,77.0,88.0
431,2022-03-08,477.0,24.0,19.9,,614.0,16.0,38.4,,511.0,6061.0,2869.0,,,64.0,96.0
432,2022-03-09,378.0,24.0,15.8,,619.0,16.0,38.7,,600.0,5965.0,2964.0,,,65.0,103.0
433,2022-03-10,519.0,24.0,21.6,,620.0,16.0,38.8,,496.0,5843.0,3096.0,,,68.0,97.0
434,2022-03-11,460.0,24.0,19.2,,495.0,16.0,30.9,,652.0,581.0,3117.0,,,64.0,
435,2022-03-12,489.0,24.0,20.4,,58.0,16.0,3.6,,22.0,,,,,,
436,2022-03-13,591.0,24.0,24.6,,0.0,16.0,0.0,,0.0,,,24.0,stacker 1,,
437,2022-03-14,454.0,24.0,18.9,,550.0,16.0,34.4,,639.0,6424.0,2508.0,5.0,stacker 1,64.0,94.0
438,2022-03-15,472.0,24.0,19.7,,573.0,16.0,35.8,,625.0,6385.0,2544.0,6.0,,77.0,100.0
439,2022-03-16,397.0,24.0,16.5,,478.0,16.0,29.9,,582.0,6315.0,2614.0,14.0,stacker 4,78.0,95.0
440,2022-03-17,403.0,24.0,16.8,,618.0,16.0,38.6,,530.0,6229.0,2689.0,4.0,stacker 4,75.0,95.0
441,2022-03-18,423.0,24.0,17.6,,516.0,16.0,32.3,,505.0,6127.0,2776.0,6.0,stacker 3,83.0,105.0
442,2022-03-19,392.0,24.0,16.3,,230.0,16.0,14.4,,265.0,,,24.0,stacker 3,,
443,2022-03-20,389.0,24.0,16.2,,42.0,16.0,2.6,,,,,24.0,stacker 3,,
444,2022-03-21,376.0,24.0,15.7,,581.0,16.0,36.3,,495.0,6401.0,2483.0,4.0,stacker3,,
445,2022-03-22,371.0,24.0,15.5,,748.0,16.0,46.8,,803.0,6347.0,2535.0,,,,
446,2022-03-23,383.0,24.0,16.0,,714.0,16.0,44.6,,547.0,6150.0,2734.0,4.0,stacker 1,83.0,96.0
447,2022-03-24,390.0,24.0,16.3,,693.0,16.0,43.3,,592.0,5928.0,2986.0,,,,
448,2022-03-25,419.0,24.0,17.5,,598.0,16.0,37.4,,736.0,5799.0,3132.0,,,,
449,2022-03-26,401.0,24.0,16.7,,172.0,16.0,10.8,,194.0,,,,,,
450,2022-03-27,459.0,24.0,19.1,,52.0,16.0,3.3,,0.0,,,,,,
451,2022-03-28,453.0,24.0,18.9,,618.0,16.0,38.6,,732.0,6060.0,2867.0,,,,
452,2022-03-29,454.0,24.0,18.9,,707.0,16.0,44.2,,435.0,,,,,,
453,2022-03-30,502.0,24.0,20.9,,571.0,16.0,35.7,,553.0,5803.0,3123.0,,,,
454,2022-03-31,,24.0,0.0,,,16.0,0.0,,,5705.0,3219.0,,,59.0,87.0
455,2022-04-01,502.0,24.0,20.9,,612.0,16.0,38.3,,795.0,1289.0,257.0,,,,
456,2022-04-02,524.0,24.0,21.8,,205.0,16.0,12.8,,218.0,,,,,,
457,2022-04-03,483.0,24.0,20.1,,4.0,16.0,0.3,,0.0,,,,,,
458,2022-04-04,441.0,24.0,18.4,,612.0,16.0,38.3,,522.0,6043.0,2871.0,,,,
459,2022-04-05,413.0,24.0,17.2,,567.0,16.0,35.4,,704.0,5921.0,2987.0,,,66.0,53.0
460,2022-04-06,454.0,24.0,18.9,,641.0,16.0,40.1,,592.0,1908.0,3148.0,,,64.0,54.0
461,2022-04-07,503.0,24.0,21.0,,644.0,16.0,40.3,,610.0,5671.0,3232.0,,,55.0,64.0
462,2022-04-08,493.0,24.0,20.5,,578.0,16.0,36.1,,622.0,5556.0,3339.0,,,58.0,58.0
463,2022-04-09,436.0,24.0,18.2,,179.0,16.0,11.2,,59.0,,,,,,
464,2022-04-10,234.0,24.0,9.8,,0.0,16.0,0.0,,0.0,,,,,,
465,2022-04-11,517.0,24.0,21.5,,573.0,16.0,35.8,,629.0,5936.0,2953.0,,,62.0,78.0
466,2022-04-12,513.0,24.0,21.4,,583.0,16.0,36.4,,545.0,5901.0,3019.0,,,67.0,66.0
467,2022-04-13,505.0,24.0,21.0,,663.0,16.0,41.4,,670.0,5842.0,3086.0,,,71.0,38.0
468,2022-04-14,519.0,24.0,21.6,,610.0,16.0,38.1,,,5788.0,3149.0,,,66.0,7.0
469,2022-04-15,418.0,24.0,17.4,,148.0,16.0,9.3,,18.0,,,5.0,,,
470,2022-04-16,467.0,24.0,19.5,,77.0,16.0,4.8,,,,,,,,
471,2022-04-17,450.0,24.0,18.8,,222.0,16.0,13.9,,45.0,,,,,,
472,2022-04-18,452.0,24.0,18.8,,411.0,16.0,25.7,,588.0,,,6.0,stacker 3,,
473,2022-04-19,400.0,24.0,16.7,,658.0,16.0,41.1,,568.0,6283.0,2645.0,,,65.0,0.0
474,2022-04-20,411.0,24.0,17.1,,569.0,16.0,35.6,,766.0,3793.0,2186.0,6.0,stacker 1,54.0,16.0
475,2022-04-21,408.0,24.0,17.0,,736.0,16.0,46.0,,758.0,6085.0,2846.0,,,54.0,19.0
476,2022-04-22,475.0,24.0,19.8,,636.0,16.0,39.8,,788.0,5892.0,3030.0,,,,
477,2022-04-23,482.0,24.0,20.1,,227.0,16.0,14.2,,219.0,,,,,,
478,2022-04-24,437.0,24.0,18.2,,160.0,16.0,10.0,,,,,,,,
479,2022-04-25,431.0,24.0,18.0,,452.0,16.0,28.3,,596.0,6118.0,2793.0,24.0,stacker 1,53.0,291.0
480,2022-04-26,490.0,24.0,20.4,,415.0,16.0,25.9,,634.0,6076.0,2840.0,3.0,stacker 1,51.0,10.0
481,2022-04-27,477.0,24.0,19.9,,747.0,16.0,46.7,,735.0,5948.0,2963.0,,,52.0,26.0
482,2022-04-28,,24.0,0.0,,,16.0,0.0,,,5846.0,3085.0,,,,
483,2022-04-29,,24.0,0.0,,,16.0,0.0,,,,,,,,
484,2022-04-30,,24.0,0.0,,,16.0,0.0,,,,,,,,
485,2022-05-01,310.0,24.0,12.9,,42.0,16.0,2.6,,0.0,,,,,,
486,2022-05-02,485.0,24.0,20.2,,578.0,16.0,36.1,,673.0,5943.0,2985.0,24.0,stacker 2 rail,53.0,44.0
487,2022-05-03,390.0,24.0,16.3,,666.0,16.0,41.6,,668.0,5937.0,2996.0,24.0,stacker 2 rail,53.0,44.0
488,2022-05-04,381.0,24.0,15.9,,649.0,16.0,40.6,,671.0,5751.0,3183.0,24.0,stacker 2 rail,57.0,31.0
489,2022-05-05,419.0,24.0,17.5,,674.0,16.0,42.1,,515.0,5565.0,3368.0,24.0,stacker 2 rail,59.0,178.0
490,2022-05-06,241.0,24.0,10.0,,264.0,16.0,16.5,,649.0,5366.0,3565.0,24.0,stacker 2 rail,57.0,17.0
491,2022-05-07,,24.0,0.0,,,16.0,0.0,,0.0,,,24.0,stacker 2 rail,4.0,58.0
492,2022-05-08,,24.0,0.0,,,16.0,0.0,,0.0,,,24.0,stacker 2 rail,,
493,2022-05-09,316.0,24.0,13.2,,644.0,16.0,40.3,,650.0,5273.0,3659.0,24.0,stacker 2 rail,52.0,38.0
494,2022-05-10,488.0,24.0,20.3,,612.0,16.0,38.3,,484.0,5137.0,3798.0,24.0,stacker 2 rail,57.0,11.0
495,2022-05-11,417.0,24.0,17.4,,538.0,16.0,33.6,,544.0,5047.0,3886.0,24.0,stacker 2 rail,68.0,4.0
496,2022-05-12,418.0,24.0,17.4,,608.0,16.0,38.0,,490.0,4982.0,3956.0,24.0,stacker 2 rail,25.0,9.0
497,2022-05-13,412.0,24.0,17.2,,561.0,16.0,35.1,,607.0,4891.0,4048.0,6.0,stacker 2 rail,0.0,0.0
498,2022-05-14,426.0,24.0,17.8,,152.0,16.0,9.5,,0.0,,,,,,
499,2022-05-15,437.0,24.0,18.2,,36.0,16.0,2.3,,0.0,,,,,,
500,2022-05-16,373.0,24.0,15.5,,645.0,16.0,40.3,,458.0,5228.0,3710.0,,,7.0,40.0
